2016-12-19-15-9-9    UserID [20]    Transaction Complete 
2016-12-19-15-9-9    UserID [19]    Transaction Complete 
2016-12-19-15-9-9    UserID [34]    Transaction Complete 
2016-12-19-15-9-9    UserID [42]    Transaction Complete 
2016-12-19-15-9-9    UserID [26]    Transaction Complete 
2016-12-19-15-9-9    UserID [14]    Transaction Complete 
2016-12-19-15-9-9    UserID [33]    Transaction Complete 
2016-12-19-15-9-9    UserID [10]    Transaction Complete 
2016-12-19-15-9-9    UserID [46]    Transaction Complete 
2016-12-19-15-9-9    UserID [38]    Transaction Complete 
2016-12-19-15-9-9    UserID [47]    Transaction Complete 
2016-12-19-15-9-9    UserID [27]    Transaction Complete 
2016-12-19-15-9-9    UserID [13]    Transaction Complete 
2016-12-19-15-9-10    UserID [36]    Transaction Complete 
2016-12-19-15-9-10    UserID [35]    Transaction Complete 
2016-12-19-15-9-10    UserID [30]    Transaction Complete 
2016-12-19-15-9-10    UserID [45]    Transaction Complete 
2016-12-19-15-9-10    UserID [5]    Transaction Complete 
2016-12-19-15-9-10    UserID [43]    Transaction Complete 
2016-12-19-15-9-10    UserID [40]    Transaction Complete 
2016-12-19-15-9-10    UserID [17]    Transaction Complete 
2016-12-19-15-9-10    UserID [3]    Transaction Complete 
2016-12-19-15-9-10    UserID [25]    Transaction Complete 
2016-12-19-15-9-10    UserID [29]    Transaction Complete 
2016-12-19-15-9-10    UserID [39]    Transaction Complete 
2016-12-19-15-9-10    UserID [18]    Transaction Complete 
2016-12-19-15-9-10    UserID [4]    Transaction Complete 
2016-12-19-15-9-10    UserID [41]    Transaction Complete 
2016-12-19-15-9-10    UserID [24]    Transaction Complete 
2016-12-19-15-9-10    UserID [21]    Transaction Complete 
2016-12-19-15-9-10    UserID [12]    Transaction Complete 
2016-12-19-15-9-10    UserID [9]    Transaction Complete 
2016-12-19-15-9-10    UserID [1]    Transaction Complete 
2016-12-19-15-9-10    UserID [2]    Transaction Complete 
2016-12-19-15-9-10    UserID [31]    Transaction Complete 
2016-12-19-15-9-10    UserID [22]    Transaction Complete 
2016-12-19-15-9-10    UserID [23]    Transaction Complete 
2016-12-19-15-9-10    UserID [7]    Transaction Complete 
2016-12-19-15-9-10    UserID [28]    Transaction Complete 
2016-12-19-15-9-10    UserID [37]    Transaction Complete 
2016-12-19-15-9-10    UserID [15]    Transaction Complete 
2016-12-19-15-9-10    UserID [8]    Transaction Complete 
2016-12-19-15-9-10    UserID [6]    Transaction Complete 
2016-12-19-15-9-10    UserID [32]    Transaction Complete 
2016-12-19-15-9-10    UserID [49]    Transaction Complete 
2016-12-19-15-9-10    UserID [48]    Transaction Complete 
2016-12-19-15-9-10    UserID [16]    Transaction Complete 
2016-12-19-15-9-11    UserID [11]    Transaction Complete 
2016-12-19-15-9-11    UserID [44]    Transaction Complete 
2016-12-19-15-9-11    UserID [0]    Transaction Complete 
2016-12-19-15-9-11    UserID [38]    Transaction Complete 
2016-12-19-15-9-11    UserID [29]    Transaction Complete 
2016-12-19-15-9-11    UserID [36]    Transaction Complete 
2016-12-19-15-9-11    UserID [45]    Transaction Complete 
2016-12-19-15-9-11    UserID [3]    Transaction Complete 
2016-12-19-15-9-11    UserID [30]    Transaction Complete 
2016-12-19-15-9-11    UserID [46]    Transaction Complete 
2016-12-19-15-9-11    UserID [42]    Transaction Complete 
2016-12-19-15-9-11    UserID [17]    Transaction Complete 
2016-12-19-15-9-11    UserID [19]    Transaction Complete 
2016-12-19-15-9-11    UserID [33]    Transaction Complete 
2016-12-19-15-9-11    UserID [31]    Transaction Complete 
2016-12-19-15-9-11    UserID [47]    Transaction Complete 
2016-12-19-15-9-11    UserID [13]    Transaction Complete 
2016-12-19-15-9-11    UserID [37]    Transaction Complete 
2016-12-19-15-9-11    UserID [34]    Transaction Complete 
2016-12-19-15-9-11    UserID [25]    Transaction Complete 
2016-12-19-15-9-11    UserID [21]    Transaction Complete 
2016-12-19-15-9-11    UserID [26]    Transaction Complete 
2016-12-19-15-9-11    UserID [1]    Transaction Complete 
2016-12-19-15-9-11    UserID [39]    Transaction Complete 
2016-12-19-15-9-11    UserID [41]    Transaction Complete 
2016-12-19-15-9-11    UserID [27]    Transaction Complete 
2016-12-19-15-9-11    UserID [2]    Transaction Complete 
2016-12-19-15-9-11    UserID [12]    Transaction Complete 
2016-12-19-15-9-11    UserID [35]    Transaction Complete 
2016-12-19-15-9-11    UserID [43]    Transaction Complete 
2016-12-19-15-9-11    UserID [28]    Transaction Complete 
2016-12-19-15-9-11    UserID [9]    Transaction Complete 
2016-12-19-15-9-11    UserID [20]    Transaction Complete 
2016-12-19-15-9-11    UserID [24]    Transaction Complete 
2016-12-19-15-9-11    UserID [14]    Transaction Complete 
2016-12-19-15-9-12    UserID [10]    Transaction Complete 
2016-12-19-15-9-12    UserID [5]    Transaction Complete 
2016-12-19-15-9-12    UserID [8]    Transaction Complete 
2016-12-19-15-9-12    UserID [32]    Transaction Complete 
2016-12-19-15-9-12    UserID [48]    Transaction Complete 
2016-12-19-15-9-12    UserID [4]    Transaction Complete 
2016-12-19-15-9-12    UserID [15]    Transaction Complete 
2016-12-19-15-9-12    UserID [11]    Transaction Complete 
2016-12-19-15-9-12    UserID [18]    Transaction Complete 
2016-12-19-15-9-12    UserID [22]    Transaction Complete 
2016-12-19-15-9-12    UserID [23]    Transaction Complete 
2016-12-19-15-9-12    UserID [6]    Transaction Complete 
2016-12-19-15-9-12    UserID [38]    Transaction Complete 
2016-12-19-15-9-12    UserID [40]    Transaction Complete 
2016-12-19-15-9-12    UserID [7]    Transaction Complete 
2016-12-19-15-9-12    UserID [46]    Transaction Complete 
2016-12-19-15-9-12    UserID [44]    Transaction Complete 
2016-12-19-15-9-12    UserID [37]    Transaction Complete 
2016-12-19-15-9-12    UserID [49]    Transaction Complete 
2016-12-19-15-9-13    UserID [29]    Transaction Complete 
2016-12-19-15-9-13    UserID [34]    Transaction Complete 
2016-12-19-15-9-13    UserID [17]    Transaction Complete 
2016-12-19-15-9-13    UserID [0]    Transaction Complete 
2016-12-19-15-9-13    UserID [21]    Transaction Complete 
2016-12-19-15-9-13    UserID [19]    Transaction Complete 
2016-12-19-15-9-13    UserID [25]    Transaction Complete 
2016-12-19-15-9-13    UserID [26]    Transaction Complete 
2016-12-19-15-9-13    UserID [47]    Transaction Complete 
2016-12-19-15-9-13    UserID [16]    Transaction Complete 
2016-12-19-15-9-13    UserID [10]    Transaction Complete 
2016-12-19-15-9-13    UserID [31]    Transaction Complete 
2016-12-19-15-9-13    UserID [42]    Transaction Complete 
2016-12-19-15-9-13    UserID [3]    Transaction Complete 
2016-12-19-15-9-13    UserID [9]    Transaction Complete 
2016-12-19-15-9-13    UserID [45]    Transaction Complete 
2016-12-19-15-9-13    UserID [35]    Transaction Complete 
2016-12-19-15-9-13    UserID [14]    Transaction Complete 
2016-12-19-15-9-13    UserID [24]    Transaction Complete 
2016-12-19-15-9-13    UserID [43]    Transaction Complete 
2016-12-19-15-9-13    UserID [27]    Transaction Complete 
2016-12-19-15-9-13    UserID [36]    Transaction Complete 
2016-12-19-15-9-13    UserID [12]    Transaction Complete 
2016-12-19-15-9-13    UserID [33]    Transaction Complete 
2016-12-19-15-9-13    UserID [28]    Transaction Complete 
2016-12-19-15-9-13    UserID [13]    Transaction Complete 
2016-12-19-15-9-13    UserID [30]    Transaction Complete 
2016-12-19-15-9-13    UserID [41]    Transaction Complete 
2016-12-19-15-9-13    UserID [39]    Transaction Complete 
2016-12-19-15-9-13    UserID [20]    Transaction Complete 
2016-12-19-15-9-13    UserID [22]    Transaction Complete 
2016-12-19-15-9-13    UserID [4]    Transaction Complete 
2016-12-19-15-9-14    UserID [38]    Transaction Complete 
2016-12-19-15-9-14    UserID [2]    Transaction Complete 
2016-12-19-15-9-14    UserID [48]    Transaction Complete 
2016-12-19-15-9-14    UserID [1]    Transaction Complete 
2016-12-19-15-9-14    UserID [5]    Transaction Complete 
2016-12-19-15-9-14    UserID [11]    Transaction Complete 
2016-12-19-15-9-14    UserID [23]    Transaction Complete 
2016-12-19-15-9-14    UserID [15]    Transaction Complete 
2016-12-19-15-9-14    UserID [8]    Transaction Complete 
2016-12-19-15-9-14    UserID [32]    Transaction Complete 
2016-12-19-15-9-14    UserID [18]    Transaction Complete 
2016-12-19-15-9-14    UserID [19]    Transaction Complete 
2016-12-19-15-9-14    UserID [0]    Transaction Complete 
2016-12-19-15-9-14    UserID [3]    Transaction Complete 
2016-12-19-15-9-14    UserID [7]    Transaction Complete 
2016-12-19-15-9-14    UserID [29]    Transaction Complete 
2016-12-19-15-9-14    UserID [10]    Transaction Complete 
2016-12-19-15-9-14    UserID [49]    Transaction Complete 
2016-12-19-15-9-14    UserID [39]    Transaction Complete 
2016-12-19-15-9-14    UserID [47]    Transaction Complete 
2016-12-19-15-9-14    UserID [21]    Transaction Complete 
2016-12-19-15-9-14    UserID [34]    Transaction Complete 
2016-12-19-15-9-14    UserID [37]    Transaction Complete 
2016-12-19-15-9-14    UserID [14]    Transaction Complete 
2016-12-19-15-9-14    UserID [6]    Transaction Complete 
